DevGroup,Module,PrjPath,AssemblyName,BuildStage,IsNeedBuild
ADP,DAS,Src\DAS\Dae\LocalClient\DaeLocalClient.csproj,Inspur.GSP.Das.Dae.LocalClient,40DomainImpl,True
ADP,DAS,Src\DAS\Dae\RemoteClient\DaeRemoteClient.csproj,Inspur.GSP.Das.Dae.RemoteClient,40DomainImpl,True
ADP,DAS,Src\DAS\DataModel\Designer\DataModelDesigner.csproj,Inspur.GSP.Das.DataModel.Designer,40DomainImpl,True
ADP,DAS,Src\DAS\DataModel\DTManager\DataModelDTManager.csproj,Inspur.GSP.Das.DataModel.DTManager,40DomainImpl,True
ADP,DAS,Src\DAS\DataModel\LocalClient\DataModelLocalClient.csproj,Inspur.GSP.Das.DataModel.LocalClient,40DomainImpl,True
ADP,DAS,Src\DAS\DataModel\RemoteClient\DataModelRemoteClient.csproj,Inspur.GSP.Das.DataModel.RemoteClient,40DomainImpl,True
ADP,DAS,Src\DAS\DataModel\RTManager\DataModelRTManager.csproj,Inspur.GSP.Das.DataModel.RTManager,40DomainImpl,True
ADP,DAS,Src\DAS\DataObject\Designer\DataObjectDesigner.csproj,Inspur.GSP.Das.DataObject.Designer,40DomainImpl,True
ADP,DAS,Src\DAS\DataObject\DTManager\DataObjectRTManager.csproj,Inspur.GSP.Das.DataObject.RTManager,40DomainImpl,True
ADP,DAS,Src\DAS\DataObject\LocalClient\DataObjectLocalClient.csproj,Inspur.GSP.Das.DataObject.LocalClient,40DomainImpl,True
ADP,DAS,Src\DAS\DataObject\RemoteClient\DataObjectRemoteClient.csproj,Inspur.GSP.Das.DataObject.RemoteClient,40DomainImpl,True
ADP,DAS,Src\DAS\DataObject\RTManager\DataObjectDTManager.csproj,Inspur.GSP.Das.DataObject.DTManager,40DomainImpl,True
DIP,DIP,Src\DIP\Common\DipCommon\DipCommon.csproj,Inspur.GSP.Dip.Common,40DomainImpl,True
DIP,DIP,Src\DIP\Common\DipCommonClient\DipCommonClient.csproj,Inspur.GSP.Dip.Common.Client,40DomainImpl,True
DIP,DIP,Src\DIP\Common\DipCommonServer\DipCommonServer.csproj,Inspur.GSP.Dip.Common.Server,40DomainImpl,True
DIP,DIP,Src\DIP\DataImportExport\Common\Common.csproj,Inspur.GSP.Dip.IED.Common,40DomainImpl,True
DIP,DIP,Src\DIP\DataImportExport\DesignerCore\DesignCore.csproj,Inspur.GSP.Dip.IED.Design.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DataImportExport\DesignerLocalClient\DesignLocalClient.csproj,Inspur.GSP.Dip.IED.Design.LocalClient,40DomainImpl,True
DIP,DIP,Src\DIP\DataImportExport\DesignerRestfulClient\DesignRemoteClient.csproj,Inspur.GSP.Dip.IED.Design.RemoteClient,40DomainImpl,True
DIP,DIP,Src\DIP\DataImportExport\DesignerUI\DesignUI.csproj,Inspur.GSP.Dip.IED.Design.UI,40DomainImpl,True
DIP,DIP,Src\DIP\DataImportExport\EngineWebformController\EngineWebformController.csproj,Inspur.GSP.Dip.IED.Engine.Controller.Webform,40DomainImpl,True
DIP,DIP,Src\DIP\DataImportExport\EngineWinformController\EngineWinformController.csproj,Inspur.GSP.Dip.IED.Engine.Controller.Winform,40DomainImpl,True
DIP,DIP,Src\DIP\DipAdmin\DIPackageManagement\PkgMgrCommon\PkgMgrCommon.csproj,Inspur.GSP.Dip.PkgMgr.Common,40DomainImpl,True
DIP,DIP,Src\DIP\DipAdmin\DIPackageManagement\PkgMgrCore\PkgMgrCore.csproj,Inspur.GSP.Dip.PkgMgr.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipAdmin\DIPackageManagement\PkgMgrLocalClient\PkgMgrLocalClient.csproj,Inspur.GSP.Dip.PkgMgr.LocalClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipAdmin\DIPackageManagement\PkgMgrRemoteClient\PkgMgrRemoteClient.csproj,Inspur.GSP.Dip.PkgMgr.RemoteClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipAdmin\DIPackageManagement\PkgMgrUI\PkgMgrUI.csproj,Inspur.GSP.Dip.PkgMgr.UI,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\ChangeDataCapture\ChangeDataCaptureCommon\IncrementCommon.csproj,Inspur.GSP.Dip.Cdc.Common,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\ChangeDataCapture\ChangeDataCaptureCore\IncrementCore.csproj,Inspur.GSP.Dip.Cdc.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\ChangeDataCapture\ChangeDataCaptureLocalClient\IncrementLocalClient.csproj,Inspur.GSP.Dip.Cdc.LocalClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\ChangeDataCapture\ChangeDataCaptureRemoteClient\IncrementRemoteClient.csproj,Inspur.GSP.Dip.Cdc.RemoteClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\ChangeDataCapture\ChangeDataCaptureUI\IncrementUI.csproj,Inspur.GSP.Dip.Cdc.UI,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\ClientDBExtractionLocalClient\ClientDBExtractionLocalClient.csproj,Inspur.GSP.Dip.Extraction.ClientDB.LocalClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\ClientDBExtractionRemoteClient\ClientDBExtractionRemoteClient.csproj,Inspur.GSP.Dip.Extraction.ClientDB.RemoteClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\ClientDBExtractionRemoteCore\ClientDBExtractionRemoteCore.csproj,Inspur.GSP.Dip.Extraction.ClientDB.RemoteCore,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\CsvExtraction\CsvExtraction.csproj,Inspur.GSP.Dip.Extraction.Csv,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\DBExtractionCore\DBExtractionCore.csproj,Inspur.GSP.Dip.Extraction.DB.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\DBExtractionLocalclient\DBExtractionLocalclient.csproj,Inspur.GSP.Dip.Extraction.DB.LocalClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\DBExtractionRemoteClient\DBExtractionRemoteClient.csproj,Inspur.GSP.Dip.Extraction.DB.RemoteClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\DbfExtraction\DbfExtraction.csproj,Inspur.GSP.Dip.Extraction.Dbf,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\ExcelExtraction\ExcelExtraction.csproj,Inspur.GSP.Dip.Extraction.Excel,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\ExtractionCommon\ExtractionCommon.csproj,Inspur.GSP.Dip.Extraction.Common,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\ExtractionCore\ExtractionCore.csproj,Inspur.GSP.Dip.Extraction.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\TextExtraction\TextExtraction.csproj,Inspur.GSP.Dip.Extraction.Text,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Extraction\XmlExtraction\XmlExtraction.csproj,Inspur.GSP.Dip.Extraction.Xml,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\CsvLoad\CsvLoad.csproj,Inspur.GSP.Dip.Load.Csv,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\CsvLoadClient\CsvLoadClient.csproj,Inspur.GSP.Dip.Load.Csv.Client,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\DbfLoad\DbfLoad.csproj,Inspur.GSP.Dip.Load.Dbf,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\DbfLoadClient\DbfLoadClient.csproj,Inspur.GSP.Dip.Load.Dbf.Client,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\DBLoadCore\DBLoadCore.csproj,Inspur.GSP.Dip.Load.DB.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\DBLoadLocalClient\DBLoadLocalClient.csproj,Inspur.GSP.Dip.Load.DB.LocalClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\DBLoadRemoteClient\DBLoadRestfulClient.csproj,Inspur.GSP.Dip.Load.DB.RemoteClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\ExcelLoad\ExcelLoad.csproj,Inspur.GSP.Dip.Load.Excel,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\ExcelLoadClient\ExcelLoadClient.csproj,Inspur.GSP.Dip.Load.Excel.Client,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\LoadCommon\LoadCommon.csproj,Inspur.GSP.Dip.Load.Common,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\LoadCore\LoadCore.csproj,Inspur.GSP.Dip.Load.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\TextLoad\TextLoad.csproj,Inspur.GSP.Dip.Load.Text,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\TextLoadClient\TextLoadClient.csproj,Inspur.GSP.Dip.Load.Text.Client,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\XmlLoad\XmlLoad.csproj,Inspur.GSP.Dip.Load.Xml,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Load\XmlLoadClient\XmlLoadClient.csproj,Inspur.GSP.Dip.Load.Xml.Client,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Mapping\MappingDesginerUI\MappingDesginerUI.csproj,Inspur.GSP.Dip.Mapping.Designer.UI,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Mapping\MappingDesignerCore\MappingDesignerCore.csproj,Inspur.GSP.Dip.Mapping.Designer.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Mapping\MappingEngineCore\MappingEngineCore.csproj,Inspur.GSP.Dip.Mapping.Engine.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Mapping\MappingEngineLocalClient\MappingEngineLocalClient.csproj,Inspur.GSP.Dip.Mapping.Engine.LocalClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Mapping\MappingEngineRemoteClient\MappingEngineRemoteClient.csproj,Inspur.GSP.Dip.Mapping.Engine.RemoteClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\Validation\ValidationCore\ValidationCore.csproj,Inspur.GSP.Dip.Validation.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\ValueMapping\ValueMappingCommon\ValueMappingCommon.csproj,Inspur.GSP.Dip.ValueMapping.Common,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\ValueMapping\ValueMappingCore\ValueMappingCore.csproj,Inspur.GSP.Dip.ValueMapping.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\ValueMapping\ValueMappingLocalClient\ValueMappingLocalClient.csproj,Inspur.GSP.Dip.ValueMapping.LocalClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\ValueMapping\ValueMappingRemoteClient\ValueMappingRemoteClient.csproj,Inspur.GSP.Dip.ValueMapping.RemoteClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Components\ValueMapping\ValueMappingUI\ValueMappingUI.csproj,Inspur.GSP.Dip.ValueMapping.UI,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Designer\DesignerCommon\DesignerCommon.csproj,Inspur.GSP.Dip.Designer.Common,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Designer\DesignerCore\DesignerCore.csproj,Inspur.GSP.Dip.Designer.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Designer\DesignerLocalClient\DesignerLocalClient.csproj,Inspur.GSP.Dip.Designer.LocalClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Designer\DesignerPaletteCore\DesignerPaletteCore.csproj,Inspur.GSP.Dip.Designer.Palette.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Designer\DesignerPaletteUI\DesignerPaletteUI.csproj,Inspur.GSP.Dip.Designer.Palette.UI,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Designer\DesignerRemoteClient\DesignerRemoteClient.csproj,Inspur.GSP.Dip.Designer.RemoteClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Designer\DesignerUI\DesignerUI.csproj,Inspur.GSP.Dip.Designer.UI,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Engine\EngineCommon\EngineCommon.csproj,Inspur.GSP.Dip.Engine.Common,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Engine\EngineController\EngineController.csproj,Inspur.GSP.Dip.Engine.Controller,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Engine\EngineCore\EngineCore.csproj,Inspur.GSP.Dip.Engine.Core,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Engine\EngineLocalClient\EngineLocalClient.csproj,Inspur.GSP.Dip.Engine.LocalClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Engine\EngineRemoteClient\EngineRemoteClient.csproj,Inspur.GSP.Dip.Engine.RemoteClient,40DomainImpl,True
DIP,DIP,Src\DIP\DipCore\Engine\EngineService\EngineService.csproj,Inspur.GSP.Dip.Engine.Service,40DomainImpl,True
ADP,Form,Src\Form\Control\Control\Control.csproj,Inspur.GSP.Forms.Control,40DomainImpl,True
ADP,Form,Src\Form\Control\Designer\Designer.csproj,Inspur.GSP.Forms.Control.Designer,40DomainImpl,True
ADP,Form,Src\Form\Control\Manager\Manager.csproj,Inspur.GSP.Forms.Control.Manager,40DomainImpl,True
ADP,Form,Src\Form\Control\RemoteClient\RemoteClient.csproj,Inspur.GSP.Form.Control.RemoteClient,40DomainImpl,True
ADP,Form,Src\Form\Customize\Core\CustomizeCore.csproj,Inspur.GSP.Customize.Core,40DomainImpl,True
ADP,Form,Src\Form\Customize\LocalClient\CustomizeLocalClient.csproj,Inspur.GSP.Customize.LocalClient,40DomainImpl,True
ADP,Form,Src\Form\Customize\RemoteClient\CustomizeRemoteClient.csproj,Inspur.GSP.Customize.RemoteClient,40DomainImpl,True
ADP,Form,Src\Form\Customize\UI\CustomizeUI.csproj,Inspur.GSP.Customize.UI,40DomainImpl,True
ADP,Form,Src\Form\FormServer\Api\FormServer.Api.csproj,Inspur.GSP.FormServer.Api,20Interface,True
ADP,Form,Src\Form\FormServer\Designer\ViewModelDesigner.csproj,Inspur.GSP.FormServer.ViewModelDesigner,40DomainImpl,True
ADP,Form,Src\Form\FormServer\DTManager\FormServer.DTManager.csproj,Inspur.GSP.FormServer.DTManager,40DomainImpl,True
ADP,Form,Src\Form\FormServer\Engine\FormServer.Engine.csproj,Inspur.GSP.FormServer.Engine,40DomainImpl,True
ADP,Form,Src\Form\FormServer\RemoteClient\FormServer.RemoteClient.csproj,Inspur.GSP.FormServer.RemoteClient,40DomainImpl,True
ADP,Form,Src\Form\FormServer\RTManager\FormServer.RTManger.csproj,Inspur.GSP.FormServer.RTManger,30Component,True
ADP,Form,Src\Form\Help\Designer\HandHelpDesigner.csproj,Inspur.GSP.Form.Help.Designer,40DomainImpl,True
ADP,Form,Src\Form\Help\HelpDTManaget\HelpDTManaget.csproj,Inspur.GSP.Form.Help.DTManager,40DomainImpl,True
ADP,Form,Src\Form\Help\HelpLocalClient\HelpLocalClient.csproj,Inspur.GSP.Form.Help.LocalClient,40DomainImpl,True
ADP,Form,Src\Form\Help\RemoteClient\HelpRemoteClient.csproj,Inspur.GSP.Form.Help.RemoteClient,40DomainImpl,True
ADP,Form,Src\Form\Help\RTManager\HelpRTManager.csproj,Inspur.GSP.Form.Help.RTManager,40DomainImpl,True
ADP,Form,Src\Form\StateMachine\Designer\StataMachineDesigner.csproj,Inspur.GSP.Forms.StateMachine.Designer,40DomainImpl,True
ADP,Form,Src\Form\StateMachine\DTManager\StateMachineDTManager.csproj,Inspur.GSP.Forms.StateMachine.DTManager,40DomainImpl,True
ADP,Form,Src\Form\StateMachine\RemoteClient\StateMachineRemoteClient.csproj,Inspur.GSP.Forms.StateMachine.RemoteClient,40DomainImpl,True
ADP,Form,Src\Form\StateMachine\RTManager\StateMachineRTManager.csproj,Inspur.GSP.Forms.StateMachine.RTManager,40DomainImpl,True
ADP,Form,Src\Form\Web\Adapter\Adapter.csproj,Inspur.GSP.Forms.Web.Adapter,40DomainImpl,True
ADP,Form,Src\Form\Web\BizComponent\Approve\Approve.csproj,Inspur.GSP.Forms.Web.BizComponent.Approve,40DomainImpl,True
ADP,Form,Src\Form\Web\BizComponent\Attachment\Attachment.csproj,Inspur.GSP.Forms.Web.BizComponent.Attachment,40DomainImpl,True
ADP,Form,Src\Form\Web\BizComponent\Form\Form.csproj,Inspur.GSP.Forms.Web.BizComponent.Form,40DomainImpl,True
ADP,Form,Src\Form\Web\BizComponent\Help\Help.csproj,Inspur.GSP.Forms.Web.BizComponent.Help,40DomainImpl,True
ADP,Form,Src\Form\Web\BizComponent\Print\Print.csproj,Inspur.GSP.Forms.Web.BizComponent.Print,40DomainImpl,True
ADP,Form,Src\Form\Web\Debugger\Debugger.csproj,Inspur.GSP.Forms.Web.Debugger,40DomainImpl,True
ADP,Form,Src\Form\Web\Designer\Designer.csproj,Inspur.GSP.Forms.Web.Designer,40DomainImpl,True
ADP,Form,Src\Form\Web\Engine\Deployer\Deployer.csproj,Inspur.GSP.Forms.Web.Engine.Deployer,40DomainImpl,True
ADP,Form,Src\Form\Web\Engine\Generator\Generator.csproj,Inspur.GSP.Forms.Web.Engine.Generator,40DomainImpl,True
ADP,Form,Src\Form\Web\Engine\Synchronizer\Synchronizer.csproj,Inspur.GSP.Forms.Web.Engine.Synchronizer,40DomainImpl,True
ADP,Form,Src\Form\Web\StateMachine\StateMachine.csproj,Inspur.GSP.Forms.Web.StateMachine,40DomainImpl,True
ADP,Form,Src\Form\Win\Controller\RemoteClient\FormControllerRemoteClient.csproj,Inspur.GSP.Forms.Win.Controller.RemoteClient,40DomainImpl,True
ADP,Form,Src\Form\Win\Controller\Server\FormControllerServer.csproj,Inspur.GSP.Forms.Win.Controller.Server,40DomainImpl,True
ADP,Form,Src\Form\Win\Definition\FormDefinitionClient\FormDefinitionRemoteClient.csproj,Inspur.GSP.Forms.Win.Definition.RemoteClient,40DomainImpl,True
ADP,Form,Src\Form\Win\Definition\FormDefinitionManager\FormDefinitionDTManager.csproj,Inspur.GSP.Forms.Win.Definition.DTManager,40DomainImpl,True
ADP,Form,Src\Form\Win\Definition\FormDefinitionRTManager\FormDefinitionRTManager.csproj,Inspur.GSP.Forms.Win.Definition.RTManager,40DomainImpl,True
ADP,Form,Src\Form\Win\Definition\FormDesigner\FormDefinitionDesigner.csproj,Inspur.GSP.Forms.Win.Definition.Designer,40DomainImpl,True
ADP,Form,Src\Form\Win\Definition\GSPFormDebugger\FormDebugger.csproj,Inspur.GSP.Forms.Win.Definition.Debugger,40DomainImpl,True
ADP,Form,Src\Form\Win\Engine\FormLocalClient\FormLocalClient.csproj,Inspur.GSP.Forms.Win.Engine.FormLocalClient,40DomainImpl,True
ADP,Form,Src\Form\Win\Engine\XForm.FormCacheCore\FormCacheCore.csproj,Inspur.GSP.Forms.Win.Engine.FormCacheCore,40DomainImpl,True
ADP,Form,Src\Form\Win\Engine\XForm.FormCacheListener\FormCacheListener.csproj,Inspur.GSP.Forms.Win.Engine.FormCacheListener,40DomainImpl,True
ADP,Form,Src\Form\Win\Engine\XForm.FormServer\FormServer.csproj,Inspur.GSP.Forms.Win.Engine.Server,40DomainImpl,True
ADP,Form,Src\Form\Win\Engine\XForm.FormWebServiceClient\FormEngineRemoteClient.csproj,Inspur.GSP.Forms.Win.Engine.RemoteClient,40DomainImpl,True
SCF,GSF,Src\GSF\Configuration\DbConfiguration\DbConfiguration.csproj,Inspur.GSP.Gsf.Configuration.Database,40DomainImpl,True
SCF,GSF,Src\GSF\Exception\Old\ExceptionHandler\ExceptionHandler.csproj,Inspur.GSP.Gsf.ExceptionHandler,40DomainImpl,True
SCF,GSF,Src\GSF\Exception\Old\ExceptionUI\ExceptionUI.csproj,Inspur.GSP.Gsf.ExceptionUI,40DomainImpl,True
SCF,GSF,Src\GSF\I18N\Framwork\Common\Framework.Common.csproj,Inspur.GSP.Gsf.I18N.Framework.Common,40DomainImpl,True
SCF,GSF,Src\GSF\I18N\Framwork\Core\Framework.Core.csproj,Inspur.GSP.Gsf.I18N.Framework.Core,40DomainImpl,True
SCF,GSF,Src\GSF\I18N\Framwork\LocalClient\Framework.LocalClient.csproj,Inspur.GSP.Gsf.I18N.Framework.LocalClient,40DomainImpl,True
SCF,GSF,Src\GSF\I18N\Framwork\RemoteClient\Framework.RemoteClient.csproj,Inspur.GSP.Gsf.I18N.Framework.RemoteClient,40DomainImpl,True
SCF,GSF,Src\GSF\I18N\Framwork\ResourceDesigner\ResourceDesigner.csproj,Inspur.GSP.Gsf.I18N.Resource.Designer,40DomainImpl,True
SCF,GSF,Src\GSF\I18N\Framwork\ResourceDTManager\ResourceDTManager.csproj,Inspur.GSP.Gsf.I18N.Resource.DTManager,40DomainImpl,True
SCF,GSF,Src\GSF\I18N\Framwork\ResourceRTManager\ResourceRTManager.csproj,Inspur.GSP.Gsf.I18N.Resource.RTManager,40DomainImpl,True
SCF,GSF,Src\GSF\I18N\Framwork\UI\Framework.UI.csproj,Inspur.GSP.Gsf.I18N.Framework.UI,40DomainImpl,True
SCF,GSF,Src\GSF\Logging\ClientLog\ClientLoggingCore\ClientLogggingCore.csproj,Inspur.GSP.Gsf.ClientLogging.Core,40DomainImpl,True
SCF,GSF,Src\GSF\Logging\ClientLog\ClientLoggingViewer\ClientLoggingViewer.csproj,Inspur.GSP.Gsf.ClientLogging.Viewer,40DomainImpl,True
SCF,GSF,Src\GSF\Logging\Logging.Database\Logging.Database.csproj,Inspur.GSP.Gsf.Logging.Database,40DomainImpl,True
SCF,GSF,Src\GSF\Transactions\VirtualTransactionImpl\VirtualExtension.csproj,Inspur.GSP.Gsf.Transactions.VirtualExtension,40DomainImpl,True
LCM,LCM,Src\LCM\Arifact\Release\Entity\Entity.csproj,Inspur.GSP.Lcm.Artifact.Release.Entity,40DomainImpl,True
LCM,LCM,Src\LCM\Arifact\Release\LocalClient\LocalClient.csproj,Inspur.GSP.Lcm.Artifact.Release.LocalClient,40DomainImpl,True
LCM,LCM,Src\LCM\Arifact\Release\Manager\Manager.csproj,Inspur.GSP.Lcm.Artifact.Release.Manager,40DomainImpl,True
LCM,LCM,Src\LCM\Arifact\Release\RemoteClient\RemoteClient.csproj,Inspur.GSP.Lcm.Artifact.Release.RemoteClient,40DomainImpl,True
LCM,LCM,Src\LCM\Arifact\Release\UI\UI.csproj,Inspur.GSP.Lcm.Artifact.Release.UI,40DomainImpl,True
LCM,LCM,Src\LCM\Metadata\MetadataDTLocalClient\MetadataDTLocalClient.csproj,Inspur.GSP.Lcm.Metadata.Designtime.LocalClient,40DomainImpl,True
LCM,LCM,Src\LCM\Metadata\MetadataDTManager\MetadataDTManager.csproj,Inspur.GSP.Lcm.Metadata.Designtime.Manager,40DomainImpl,True
LCM,LCM,Src\LCM\Metadata\MetadataDTRemoteClient\MetadataDTRemoteClient.csproj,Inspur.GSP.Lcm.Metadata.Designtime.RemoteClient,40DomainImpl,True
LCM,LCM,Src\LCM\Metadata\MetadataLocalClient\MetadataLocalClient.csproj,Inspur.GSP.Lcm.Metadata.Runtime.LocalClient,40DomainImpl,True
LCM,LCM,Src\LCM\Metadata\MetadataManager\MetadataManager.csproj,Inspur.GSP.Lcm.Metadata.Runtime.Manager,40DomainImpl,True
LCM,LCM,Src\LCM\Metadata\MetadataRemoteClient\MetadataRemoteClient.csproj,Inspur.GSP.Lcm.Metadata.Runtime.RemoteClient,40DomainImpl,True
LCM,LCM,Src\LCM\PresetData\Designer\Designer.csproj,Inspur.GSP.Lcm.PresetData.Designer,40DomainImpl,True
LCM,LCM,Src\LCM\PresetData\Editor\Editor.csproj,Inspur.GSP.Lcm.PresetData.Editor,40DomainImpl,True
LCM,LCM,Src\LCM\PresetData\Manager\Manager.csproj,Inspur.GSP.Lcm.PresetData.Manager,40DomainImpl,True
LCM,LCM,Src\LCM\TransferTool\GSPDataTransferUI\TransferDataUI.csproj,Inspur.GSP.Lcm.TransferTool.TransferDataUI,40DomainImpl,True
LCM,LCM,Src\LCM\TransferTool\GSPExporter\GSPExporter.csproj,GSPExporter,40DomainImpl,True
LCM,LCM,Src\LCM\TransferTool\GSPImporter\GSPImporter.csproj,GSPImporter,40DomainImpl,True
LCM,LCM,Src\LCM\TransferTool\TransferApi\TransferDataApi.csproj,Inspur.GSP.Lcm.TransferTool.TransferDataApi,40DomainImpl,True
LCM,LCM,Src\LCM\TransferTool\TransferDataClient\TransferDataClient.csproj,Inspur.GSP.Lcm.TransferTool.TransferDataClient,40DomainImpl,True
LCM,LCM,Src\LCM\TransferTool\TransferDebug\GSPMetadataTransfer.csproj,GSPMetadataTransfer,40DomainImpl,True
LCM,LCM,Src\LCM\TransferTool\TransferSpi\TransferDataSpi.csproj,Inspur.GSP.Lcm.TransferTool.TransferDataSpi,40DomainImpl,True
LCM,LCM,Src\LCM\TransferTool\TransItemManager\TransferDataManager.csproj,Inspur.GSP.Lcm.TransferTool.TransDataManager,40DomainImpl,True
SCF,QDP,Src\QDP\Web\MobileBillQuery\Qdp.MobileBillQuery.Attachment\Qdp.MobileBillQuery.Attachment.csproj,Inspur.GSP.Qdp.MobileBillQuery.Attachment,40DomainImpl,True
SCF,QDP,Src\QDP\Web\MobileBillQuery\Qdp.MobileBillQuery.Common\Qdp.MobileBillQuery.Common.csproj,Inspur.GSP.Qdp.MobileBillQuery.Common,20Interface,True
SCF,QDP,Src\QDP\Web\MobileBillQuery\Qdp.MobileBillQuery.Core\Qdp.MobileBillQuery.Core.csproj,Inspur.GSP.Qdp.MobileBillQuery.Core,40DomainImpl,True
SCF,QDP,Src\QDP\Web\MobileBillQuery\Qdp.MobileBillQuery.FormatDesign\Qdp.MobileBillQuery.FormatDesign.csproj,Inspur.GSP.Qdp.MobileBillQuery.FormatDesign,40DomainImpl,True
SCF,QDP,Src\QDP\Web\MobileBillQuery\Qdp.MobileBillQuery.Integration\Qdp.MobileBillQuery.Integration.csproj,Inspur.GSP.Qdp.MobileBillQuery.Integration,40DomainImpl,True
SCF,QDP,Src\QDP\Web\MobileBillQuery\Qdp.MobileBillQuery.LocalService\Qdp.MobileBillQuery.LocalClient.csproj,Inspur.GSP.Qdp.MobileBillQuery.LocalClient,40DomainImpl,True
SCF,QDP,Src\QDP\Web\MobileBillQuery\Qdp.MobileBillQuery.RemoteClient\Qdp.MobileBillQuery.RemoteClient.csproj,Inspur.GSP.Qdp.MobileBillQuery.RemoteClient,40DomainImpl,True
SCF,QDP,Src\QDP\Web\MobileBillQuery\Qdp.MobileBillQuery.RemoteProxy\Qdp.MobileBillQuery.RemoteProxy.csproj,Inspur.GSP.Qdp.MobileBillQuery.RemoteProxy,40DomainImpl,True
SCF,QDP,Src\QDP\Web\MobileBillQuery\Qdp.MobileBillQuery.RestService\Qdp.MobileBillQuery.RestService.csproj,Inspur.GSP.Qdp.MobileBillQuery.RestService,40DomainImpl,True
SCF,QDP,Src\QDP\Web\MobileBillQuery\Qdp.MobileBillQuery.Transformer\Qdp.MobileBillQuery.Transformer.csproj,Inspur.GSP.Qdp.MobileBillQuery.Transformer,40DomainImpl,True
